UserName,Date,"Star rating","Review Comment",Link
"Maur-Anne GB","August 07, 2017",,"What if my dream is for everyone to find inner peace and happiness? What's the point of becoming ""the best"" at whatever I do? What if my dream is to end violence, wars and all forms of discrimination: racism, sexism, specism... What's the point of ""competing"" with others? #loadsofamericanbullshit",
"Dedera Merinyo","August 07, 2017",,"Best motivational video!",
priv1leged,"August 07, 2017",,"a message for a lifetime and the voice of morgan freeman... why doesn't have this video 2 trillion views?",
"louka taktioks","August 07, 2017",,"This video is just a tutorial on how to be controlled by elites and not searching and thinking whats REALLY happening to this fucked up world :)",
Odbarc,"August 07, 2017",,"If there's 1000 people who want to be the President, only one can be. Your motivational speech just told 999 people that they WILL fail regardless of what they do. If your  dreams are manageable enough to be inclusive to your lameness, it can be achieved. If you compromise enough, if your standards are low enough, if there's enough to go around; Then you can have your dreams. That's reality. The bigger problem comes from being unable to start effectively that there's plenty too much people doing nothing or being significantly below the standard of minimum.",
"Ankerman Nermon","August 07, 2017",,"reach your goals and dreams but if  you trample on anyone to get there you just a gobshite",
"dane hunt","August 07, 2017",,"good way to fuck up the video with fucking adds every 2 mins",
"Josue Reina","August 07, 2017",,"WOULD YOU LIKE TO MAKE MONEY EVERY FRIDAY, BY JUST POSTING ADS ON FACEBOOK , INSTAGRAM , ANY SOCIAL MEDIA , MAKE 80$ FOR EVERY REFERRAL YOU MAKE YOU WILL MAKE AND EXTRA INCOME EVERY FRIDAY!!! 💵💵💵 IF YOU ARE INTERESTED SEND ME AN EMAIL AND I WILL SEND YOU MORE INFO , ➡️JRMCAHERNANDEZ@gmail.com",
"Mike Desi","August 07, 2017",,"For every success story there are countless others who tried what they did to a tee, and ultimately failed repeatedly until death. Not only do you have to be determined, but intelligent and lucky as well. And for the love of God go to bed and wake up early. Otherwise you will not live as long and be able to think as well. Don't just work and work, that is what the people stuck in factories do. If you want to be  successful, take houra a week just to ponder and then work both smart and hard. Be assertive and take steps, not risks. You *can* push yourself, but know what that means. Only take risks of you have to. Always have a backup plan and never feel disheartened. It is life, work with it. Crying won't get you anywhere.    As a side note it also helps to consume sustainable energy such as whole grains. It is the difference between throwing straw in a fire, or tossing in a log. Don't take my word on nutrition, find credible trials that are not funded by Cheetos or Pepsi corporation (as these just so happen to show that sugar is absolutely fine and doesn't metabolize in 20 minutes spiking your blood sugar, slowly wearing out the pancreus, making you more hungry and decreasing energy levels. And the researchers for one all resigned due to them being forced to essentially manufacture results dispite what they had found.) and do the research yourself. In a nutshell, be smart about it, plan ahead and keep yourself in good health so that you may continue to do that.     (Still enjoy life along the way.)",
"Ste Lo","August 07, 2017",,"wow, i'm surprised I lasted the whole 10+ minutes watching. I normally don't lol. After finishing, it actually felt like a 5-min video. Great stuff!",
"Balen Mars","August 07, 2017",,"bollocks ""Fooled by Randomness"" indeed",
"Annelise Farrugia","August 07, 2017",,"This is a pretty good advice the title says it all!!",
"Oolæ URornø","August 07, 2017",,"Does it have to be BOse headphones?",
XxSTMAxX,"August 07, 2017",,"I watch videos like this all day everyday while I work on my dreams and goals. this is one of the best videos out there. I applaud the people who made thid",
435823212a,"August 07, 2017",,"Motivational music and generic statements spoken with intensity gets people jazzed up.",
"chris 005","August 07, 2017",,"Katrin davidsdottirrrrr",
"prof feathers","August 06, 2017",,"My advice is to quit.. cause no matter what you do, you will always be controled by the higher power.  #slaveryneverends",
"HannieL A","August 06, 2017",,"I think the guys maths was off.. but okay",
"Luke Crawford","August 06, 2017",,"Its only ok , and worth listening cause Morgan Freeman in it - otherwise its just a another carp motivation shit",
"Sayit AsItIs","August 06, 2017",,"I took a course, many years ago, on 'Positive Mental Attitude' and that helped and guided me to become a wealthy person.  But of late I haven't got any goals or aims, and I need to turn some of my ideas into facts.  A good video for sharpening the mind which has become dull over time.",
Halfbloedjeexo,"August 06, 2017",,"My dream is to inspire people..  but i do not know how to handle it..",
"Mister Meme","August 06, 2017",,"thanks for the info god!",
"Choszer Pictures","August 06, 2017",,"Everything you see in the world is a tool, how you use it to help yourself and they people around you is totally on to you. Be thankful , live and let others live.",
"Cyndi Ware","August 06, 2017",,"okay at the beginning but was sort of inspirational, but it loses steam when they say you need to work 100 hours a week. Yes if your an empty automoton that ONLY cares about money and what others think about you. A fully alive life includes things like loving relationships, a healthy body, creative outlets, service to  others, a spiritual walk, and being out in nature.  Stop wasting time yes--but sometimes what's more important is making time  to swing in the hammock and play with your kids",
"Tomislav Budrovac","August 06, 2017",,"im in a freakin 2,45 min of the video,  all pumped up, then just happen to me... like a bright flash of light..... a retarded youtube comercial video... pfff",
Simokah,"August 06, 2017",,"Very humanistic. Even though some good points here and there the spirit behind it is not clean.",
"Home Wall","August 06, 2017",,"Good health is likely to give you more time, so you can create more time for yourself through your actions.  The title ""The Video That Will Change Your Future"" is funny because it's rather the opposite of the video's message, which is that you have to change your future, and not wait for something outside of you to do it.  Watching a video won't do anything for you.  You must act, which is why so many fail because acting like this is hard and risky.",
"Andana Widiyaskoro","August 06, 2017",,"do it!!!! ( i just cant)",
"Szerg Gaming","August 06, 2017",,"How to b successful : running or cycling",
Judesmile,"August 06, 2017",,"My goal was to make love Monica Bellucci... Shit it didn't happen !",
TheDizastarmaster,"August 06, 2017",,"Bag o shite",
Akash,"August 06, 2017",,"I remember watching this same video in 2009 thinking it'll change my future and here I'm Still working in McDonalds.",
"Pfer Lyn","August 06, 2017",,"19 & a dropout 😂",
"giulia salfi","August 06, 2017",,"Only Jesus can change the life, we're leeves in to the wind..",
"Anthony Hutchison","August 06, 2017",,"Morgan freeman and Samuel Jackson need to do a movie together",
"General Youtuber","August 06, 2017",,"Cool video and channel there... I watched and really liked.... Please simply subscribe to my channel and comment done.. I subscribe back immediately (am honest).. Thanks.. Let's grow together",
"Chris Yang","August 06, 2017",,"the ads inbetween are ruining the video...",
"Keeping it Real in the Kitchen","August 06, 2017",,"Wow, needed this!",
"Shanel Draey","August 06, 2017",,"I see Morgan freeman   *I Click*",
"Lily Jer","August 06, 2017",,"there's one way to be great, first of all believe and put God Almighty first, then seek for your divine calling through christ, after finding your self get to work and start working toward your divine calling, put christ first seek his guardiance and believe in your self only then can you be happy and satisfied. you don't need to compete with anybody cause there's no competition in destiny, this video is just bla bla if you wana follow dis video you better make sure to know their real secret if not you gona either die of frustration or be in unending war with your self all in the name of finding success even becoming poorer. some of this people don't even know what working hard is, they stil come and tell you to push yourself till you can't push anymore just cause they rich n famous.",
"True Cause","August 06, 2017",,"Marriage (modern marriage under western laws)  is a bad deal, especially if you are a guy so don't try to fix it. Avoiding it is better than trying to heal it.",
"Millionaire Mindset Channel","August 06, 2017",,"Can I re Upload this to my channel?",
"jeffrey messa","August 06, 2017",,"This video, I have never seen another one like this for my entire life that describes many undescriptible and powerful emotions. This one pushes us to our deepest memories something we had swore to do when we were young.",
"K Hum","August 06, 2017",,"You might get sued by The Secret",
"Carlitos Mayo","August 06, 2017",,"Just some more new age me, me, me bullshit. What ever you achieve, if it is not ethical and not for the benefits for the others also, you'll never ever be happy and satisfied.",
"Rob van der Veer","August 06, 2017",,"What I took from this video: ""What remains if I fail on pursuing my dream?"",    ""What remains if I do not even start to pursue my dream?""  and the most scary, which I add:  ""What remains if I succeed in pursuing my dream?"". Some work for me to answer these questions...",
"Giuseppe Corso","August 06, 2017",,"The thing is: WHAT should I do? Anybody could be ready to do something, but WHAT? That's the strongest wall to destroy in order to go on and succeed.",
"Sarah-Maria Dolores","August 06, 2017",,"I loved the video. Very true and motivational. Thank you. But I just want to make sthg clear at the end of the video, I felt we're talking about competition which is wrong. We need to achieve our goals in order to help others discover this power that resides in each one of us. I am with the idea of unity and not competition. ♥ Beautiful Video. I've downloaded it.",
rcbtan,"August 06, 2017",,"thankyou this is what i need rn.. its just came up in my list like a miracle... thankyou so much",
Coldend,"August 06, 2017",,"You're good enough! You're smart enough! *music swells* and DOGGONE IT... *bassline beats* PEOPLE LIKE YOU! *cymbals or thunder crashes*",
new,"August 06, 2017",,"waw ready it inspired me a lot  love the video",
"Hmm Thinking","August 06, 2017",,"GLAD TO SEE MOST OF THE COMMENTS SEE THROUGH THIS CRAP! Happiness is not in any form of success. It's only found in this moment. The here or now. Success or no success, achievement or no achievement, overcoming or not overcoming. I can breathe and I am alive. I need no more than that. THEY need me to need more than that. Resist it! Pure appreciation is the ONLY key we need.",
monkeyzuncle1,"August 06, 2017",,"Yeah, a depressed person hears this and it's the opposite of motivational. It's like, no thanks, I'll just stay in bed until I stop breathing.",
"Be Still","August 06, 2017",,"""You can forgive yourself"" - This was taught years and years ago by Jesus... and only now science has realized that it is the best way fwd!",
"CJ Jamison","August 06, 2017",,"thats not morgan freemans voice its close impersonation, but pay attention to the tone its not him",
"Alca Bringer","August 06, 2017",,"Stop crying start the hustle!~!!",
Quantumwolf45,"August 06, 2017",,"Video is hit and miss.  Good messages, but also some pointless and counter-productive messages.  Also, why is most of the video scenes of people exercising? LOL.  I wasn't aware you had to be a professional body builder with mega muscles to be president hahaha.  Anyway. Some good parts in this video and some bad and pointless. Best part of the video is the point to inspire others and do your best to make the world a better place for everyone.",
"JONATHAN AMBEL","August 06, 2017",,"Dream..Failed...Dream...Failed...Dream...I Don't care if I failed all over again.",
Shylock,"August 06, 2017",,"i was just here for the black mamba's word of wisdom. basketball genius.",
"alondra vasquez","August 06, 2017",,"I'm scared to play sport that I love I want to be more better",
"Money Bluntz","August 06, 2017",,"why is it that we all watch the same video yet everyone has a different opinion on it. the message is simple, look deep within yourself to know what you want to do. when you identify your passion you will then realize that everything else falls into place with effort and hard work. the people talking about the rat race have known nothing other than the rat race and that is why their perspective is so negative. they see only what they have seen and cannot think outside the realm. the universe is infinite, ask yourself what you want to do and fight for it. when you have a passion for something the effort comes naturally but that does not mean it will be easy, nor does it mean that it will be served on a silver platter. I'm so sick of lazy individuals complaining about everything not being perfect, they have not grown up yet. They have not realized what the world truly is and they only see their own negative lens. This DOES not mean you will not fail, it does not mean you will never get hurt. THE POINT IS THAT NO MATTER WHAT IS THROWN AT YOU, IF YOU GIVE UP YOU WILL NEVER SUCCEED. YOU MUST KEEP GOING AND PUSH THROUGH ALL THE SHIT THAT IS THROWN AT YOU.  the negative people are the ones who have given up, there is no such thing as an excuse. only a temporary struggle.",
"Albert Lytton","August 06, 2017",,"There is a simple answer. This answer is better and more empowering than any and all inspirational videos or speakers. Jesus is the answer.",
"myro ren","August 06, 2017",,"You mean what do i do if all of us want to eat? I would share with the starving. What do you do? Make stupid videos. Take some milk. Take a sip. It doesn't work that way. And you know it. Nice try. Milk.",
"myro ren","August 06, 2017",,"You need some milk. Srsly. Morgan, take a sip.",
"Loco Motives","August 06, 2017",,"This video contains 100% BULLSHIT from concentrate.",
"Nav S","August 06, 2017",,"Moral of Video - ""We must interpret all knowledge into the productive channels of industry or else that knowledge seems very remote, abstract and impractical.""  - Pure Insanity.",
TrolololGaming,"August 06, 2017",,"Humans are a disease whatever way you want to see it!",
"AFRIKAJUMP WORLDWIDE","August 05, 2017",,"Thanks but no thanks",
marcus24000,"August 05, 2017",,"this video is all and wel but it only realy seems to adress people who wanna work there asses of and are workaholics,what about the people that wanna life and injoy life and just chill? shure i have big goals but they have nothing to do with conventional work,they have to do with a better conciousnis on the planet and more compassionate people towards the planet and all life on it",
"Linas Ivanauskas","August 05, 2017",,"This video can indeed motivate, but if you understand that in order to reach your success you need to light your own way when there is darkness, that you need to build/find your own road when the road that you were walking on ends,  that if you want to rest on your journey but there is no were to sit you need to build your own bench, and finally once you do not want to go down the road any more and there is no were to stay you need to build a place were you can stay at, till you decide to continue the journey of life or end it, It is really cheap, but entertaining.  In conclusion just do everything your self and if you fale keep trying, if you fale again remove the reason that made you fale and try again.",
"DA V","August 05, 2017",,"YEAH: good made Clip  BUT: do'NT be a Leader or'n Slave !!,  TRUST YA SELF 2 FEEL YA SELF & BE YA SELF .  Then u may be have'n Chance 2 Life :",
Creatvambition,"August 05, 2017",,"Please check out my new campaign:https://teespring.com/menu-2017",
"Stella Johnson","August 05, 2017",,"If you work hard enough, you can replace depression with exhaustion. There is a reason why they teach us to ""work hard"" or ""get an education"" and when you look into it... all the rich, successful ones are school drop outs, they didn't bloody finish school. I'll be damned, I thought, how is this even possible? I worked my a** off all my life just like the majority of us, yet we ain't the ones who got to stand on stage to teach. We are the bloody 'losers' who are listening to these lectures. My god, what an epiphany I had. So here is the deal: if you have to MAKE effort, you are not on the right path. The right path is yours. Gently calling you, gently guiding you.. it's more like an EASE, rather than struggle or hustle. You'll feel a sense of RELIEF. Those are the words, feelings that we need to look for in life. You can not miss your own boat. It's yours. It's docked 'till you are ready for your OWN success. The only boat we can miss is someone else's. We all have a special platform, a ""God's Given Talent"" that no degree can give you. It's more often a smaller version of these big, famous motivators, so it won't be a stage or a TV show or an Olympic medal, you/we most likely will never be famous..... but it is ours. Our little flame is still living in us, calling us to follow (that silent voice from within), that's the Universe's voice, Source Energy that we are the extension of, that some call God. Not the Ego's harsh voice that is telling us that we aren't pretty enough of rich enough or push harder, but that silent realm that softly whispers, gently awaits to be heard. It's more like a pull rather than a push..... so just answer The Call. xxxx",
"Ariyal sirrah","August 05, 2017",,"And this is why ""Tiny house hunters"" exists😂",
sebatian,"August 05, 2017",,"You Are Nothing...close your eyes and let that sink in you for a minute. open them and enjoy your life.",
"Josie Field","August 05, 2017",,"You cant agree with this video and agree with evolution simultaneously",
"Josie Field","August 05, 2017",,"I dont think the issue is that people arnt motivated its that they have no idea what they want. U can be tottally motivated to run the race but ifu dont know where to run to ur useless",
laertesdd,"August 05, 2017",,"Wouldn't it be grammatically correct to say ""I wish someone HAD told me this when I was your age""? Or is this just a question of style? Thanks for helping me out. Greetings from Germany.",
"Deckie Deckie","August 05, 2017",,"Metes mucho, sacas mucho.....everything boils down to that...The name of the game is you will only pull out, what you put in....",
"T C Graham","August 05, 2017",,"Missed k in Mark's name",
MisterRlGHT,"August 05, 2017",,"WOW! In only 30 seconds, this motivated me to click to a different video.",
TheMrEpicsounds,"August 05, 2017",,"Karl pilkington: BULLSHIT!",
"Ue Mackay","August 05, 2017",,"what a load of shit adverts in the middle of motivational speeches. greedy fucks",
"Noah Killeen","August 05, 2017",,"but... they dont know my age...",
"Hi3 Roi","August 05, 2017",,"im givin up, fuck it",
robwasab,"August 05, 2017",,"I like the clips from Rhye's 'The Fall'",
"Joseph Amosa","August 05, 2017",,"Look at everyone in the comment section who think people care about their opinions.",
"Salim Kumbhar","August 05, 2017",,"Hrithik Roshan in video",
"Malcolm Morris","August 05, 2017",,"The way that woman said 'ever' I thought Naruto was giving me motivational advice",
"Noel Lee","August 05, 2017",,"I'm a simple man. I see Samuel L Jackson. I click.",
"Scott C","August 05, 2017",,"Inspiring music, memes, clichés, of course that great Morgan Freeman voice.   But the vid leaves out the most important thing of all.  The Creator.  God.  Make it really happen: read the BOOK of MORMON.  This is for everyone in 2017!",
"Reuben Stern","August 05, 2017",,"Corniest inspirational video ever. Better to listen to Elon Musk's offhand comments and jokes.",
MrSlowburn,"August 05, 2017",,"am i the only one that has a problem of this guy tryna sound like morgan freeman...?",
TheDroboman,"August 05, 2017",,"I didn't want the video to end. I wanted it to go on and on.....",
Lula,"August 05, 2017",,"So...I have to stay up until 2 am working on my dreams and then go to work from 9 to 5????? That is not sound advice.",
"Watching Listening","August 05, 2017",,"brand specific headphones lol",
rejuvenator89,"August 05, 2017",,"""What do you do when there are thousand others dreaming the same thing?"" I support them. Why all the competition? Check out what other stand up comedians say about Robbie Williams and why he was so exceptional, according to them. One of the reasons was, according to Letterman, that where others competed, he came and wholeheartedly supported everyone, he gave without asking anything in return. He was on another level. Want to be on another level, above the competitive level of the world we have known all too well? Be inclusive. What is good for you is good for others too. What is good for others is good for you too. What is good is worth sharing. When we share, when we help others to fly, we also help ourselves to fly.",
Tomoplayz,"August 05, 2017",,"Ser David",
"El Sueno","August 05, 2017",,"But why to fight these all chutiyas around world ........at first place",
vagabund,"August 05, 2017",,"i don't like these inspirational videos always using sport's theme in the background....they are showing that sport is the only important thing in the world... but it's not",
ahrths,"August 05, 2017",,davos,
"don trachefski","August 05, 2017",,"FACTS: Compare planet earth to the size of our sun. There are well over ten billion suns in this galaxy alone, some a thousand times bigger than our sun ! Planet earth is virtually the size of a virus in this galaxy amongst the three trillion other planets ...Then, there's the billion or so galaxies in this universe. I wonder why so many people who pray think GOD hears them or why anyone actually believes there is a god and this god apparently has a special interest in planet earth and the beings here on it ? BELIEVING THERE'S A GOD IS A FORM OF BRAINWASHING INSANITY... I bless you all, especially you Lord Freeman !!!",
"atomic soda","August 05, 2017",,"isn't all that irrelevant..? we all are gonna die in the end anyway...  "" we're all dying""  was the only solid statement in that video... and unfortunately nothing you achieved or earned or bought will matter after your existence ends.",
"faisal ali","August 05, 2017",,"its always about athletes....... I am going to study thank you",
ProfessorElement,"August 05, 2017",,Bravo!,
"Leif Sinclair","August 05, 2017",,"5:22 is Jason Day.",
Crow,"August 05, 2017",,"This was starting to give me more motivation.. until the commercial.. fuck me youtube.",
mocaxu,"August 05, 2017",,"which minute has the advice?",
Lolla,"August 05, 2017",,"this is one of the most amazing videos i ve ever watched !!!!!!",
"Chris Reid","August 05, 2017",,"This helps me deal with assholes at work",
"Chris Reid","August 05, 2017",,"fucking advertising kills this",
"Nathalie S","August 05, 2017",,"Run to Christ, He will give you strength. We can't do it on our own, He is giving us His free gift, of life. Eternal life. Are you willing to accept that free gift? He loves you, more than you ever will imagine.",
"Emilia S","August 05, 2017",,"David Goggins is the real mf, u need to watch the full intereview, he is such an inspo",
"Butterscotch Multani","August 05, 2017",,"OK, beautiful words with a beautiful message.But what's with the product placement with the mention of ""Bose"" headphones at  3:55?  I was right there with the message this video had until I heard mention of one of the top of the line and expensive audio pieces out there. Anyone?",
brenetcomics,"August 05, 2017",,"Not everyone can achieve their dreams, the world wouldn't be the same, but you can, you must at least give it a try!",
"Melanie geyermann","August 05, 2017",,"Really great Video! Im sad, that it haven't German Untertitel. Because of a Leanproblems I couldn't understand English complete...",
"Swoogie Boogie","August 05, 2017",,"""People asked me who I Wanted to become so I became ZYZZ""  -The one and only ZYZZ",
