UserName,Date,"Star rating","Review Comment",Link
"Shanai Horton","August 08, 2017",,"Ayeeee this fire!!!! 🔥🔥🔥🔥",
"java watson","August 08, 2017",,"Slayyyeed!Love it hunny",
"Shy shy","August 08, 2017",,"YAAAAASSSS BABYYYYYYY",
"Jarrod Lacy","August 08, 2017",,"Straight up raw realness. Thank you for this plate, Q.",
DarrellSayWhat,"August 08, 2017",,"BIIIIIIIIIIIIIITTTTTTTTCCCCCCHHHHH #IssaBop !",
"Dinasia Ferguson","August 08, 2017",,"Yassssss 🙌🏾🙌🏾 My next instagram caption  ""I slayed you on fucking arrival""💅🏾",
"Kiara Oluyole","August 08, 2017",,"Omg my edges 😨😱😨",
"Charisma Dabady","August 08, 2017",,"I didn't expect you to rap when the song started. lol I love it. I was def throwing my ass in a circle!",
"Julian Echelon","August 08, 2017",,"soooo many Qaddir""isms"" this is for the old fans !!! yaasss",
"ahmed Al mayahi","August 08, 2017",,"Yeees! My scalp is burning!",
"Maurices Infinite","August 08, 2017",,"Can we talk about this beat thoooo 💖💖💖💖💖💖💖💖💖",
"Kevin Reichmann","August 08, 2017",,Yaaaaaaaas,
"Alexa Catledge","August 08, 2017",,"Love this.",
"Austin Rose","August 08, 2017",,"Yaaasss sis!!!!",
itzquiffer,"August 08, 2017",,"""Hey Mr. Doo Doo, I see you but I smelled you first!"" Lolll",
Arbovsky,"August 08, 2017",,"Them eyelashes!!! 👀 biiitch.... COME THROUGH!!!!! 💯",
Isooooodonewithh8ter,"August 08, 2017",,"my WIGGGGGGG bitch im SLAINNN!!!",
"Zephyr Lowtide","August 08, 2017",,Hawt.,
"Felicia Anthony","August 08, 2017",,"Are We talking about anyone special ?🤔🤣. You Did That",
"Thorium Gallery","August 08, 2017",,"whoa the beat, hook AND verses are sick",
"Special Kay xox","August 08, 2017",,"YASSSSS Q! That went AWF! :D",
Rikuphi,"August 08, 2017",,"FUCK IT UP!!!!!!!!!!!! That beat and the energy in those BARZZZ!!!!",
"Brandon Frazier","August 08, 2017",,"Come get your plate on Patreon sweeties and get these plates early while they're hot! <3",
"benjamin parkman","August 08, 2017",,"BITCH!!!!!! GOOOOOO AWFFFFFF!!!!!!!!!!!!!",
"Jasmine Nelson","August 08, 2017",,💪🏾⚰️🔥🔥🔥,
ohhweeeee,"August 08, 2017",,Biiiiiiiiiiitttttttttttcccccccchhhhhhhh!👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾,
Hershecl,"August 08, 2017",,"My new ring tone lol",
Jake,"August 08, 2017",,"QAAAAAAAAAADIIIIIIIIIIRRRRR HONEY!!!!!!!!! This is sickening!!!! YES! MA'AAAM!!!!!",
"Queen Mary Bella","August 08, 2017",,"Wit yo pretty ass ☺️☺️",
"lilchocolatetink c","August 08, 2017",,"A Bitch is Woke lol",
"Tishayla Williams","August 08, 2017",,😆😩,
healthy1bobogh,"August 08, 2017",,"INCREDIBLEEEEEEE <3",
ItsTheBullSix,"August 08, 2017",,"I love you 😭😭❤️❤️❤️❤️❤️",
"Kareem Gatlin","August 08, 2017",,"Nicki on the remix",
"Ron'neisha Keshuna","August 08, 2017",,"Yassss ☝☝☝💖💖",
LYNNIE,"August 08, 2017",,"Been watching since 2008. BEEN SLAYING THEN AND SLAYING EVEN HARDER NOW ❤",
"Andrea Washington","August 08, 2017",,"🙌🏾🙌🏾🙌🏾💯💯 love it",
"Ciara Mcwilliams","August 08, 2017",,"😂😂 i love you",
"jamel b","August 08, 2017",,"Mother you better come through!!!",
"Gavroche Belcher","August 08, 2017",,"Could you post the lyrics please",
luna__fleur,"August 08, 2017",,"Soooo good 🙏🏽🙏🏽🙏🏽🙏🏽",
"Pete Friesen","August 08, 2017",,Amazing!,
"Bi Noelle","August 08, 2017",,"Going in my 2017 favorites",
Charlie,"August 08, 2017",,"Yaas queen! When are you going on tour??",
"Theehidol Dël Monroe-Ahrtuenousous","August 08, 2017",,"This bout to go viral",
"Food Fairy","August 08, 2017",,"Please make this an EP. I beg!!!!",
"Cj Sanchez","August 08, 2017",,"This is a BOP tbh 😍",
"Brie Couture😍💄","August 08, 2017",,""" You looking straight up like a lost and found "" lmfaooo😂😂",
stunningbrwn,"August 08, 2017",,"this shit 🔥🔥🔥🔥🔥....biiiiiiiiiitch👑👑👑👑👑👄👄👄👄👍👍👍👍👍👍👍💯💯💯💯💯💯💯💯",
"Blake Parker","August 08, 2017",,"Good to see you making art !! May lord Jesus bless you and deliver you !!! :) take care",
C011612,"August 08, 2017",,"You slayed! You're amazing :)",
HeIconic,"August 08, 2017",,"I LOVE THISS SOO MUCH ❤️❤️❤️❤️ slayed me on arrival 👸🏾",
"Dumb Bitch","August 08, 2017",,"This vid slayed me on arrival",
"spice beauty","August 08, 2017",,"It would be hilarious if you add in the lyrics bitch I would ran ass over with my car!",
"Lindsey S.","August 08, 2017",,"**twerks to beat** I'm so here for this.",
"David Uberhaus","August 08, 2017",,"This goes awffff. Sounds like a shether response",
JohnnyCrazy,"August 08, 2017",,"Yeeeeaaaassssss bitch I'm here for it!!!",
"HIGHBRIDGE ENTERTAINMENT","August 08, 2017",,"My new summer jam... Qaadir Amazing as always",
"Solomon Reid","August 08, 2017",,"You look a turd ya smell a turd thats ya essence 💖😂😂😂",
taykh,"August 08, 2017",,"PUSH THE FUCK THROUGH QAADIR BITCH. I'M LIVING FOR THIS 🔥🔥🔥🔥",
"Mj Vaughns","August 08, 2017",,"Qqqaaaaaaaaaddiiiirrrr babbyyy you slayyedddd meeeee bitchhh YASSSSSSSSS.",
"Kim Aceves","August 08, 2017",,"MOAR MUSIC!",
"Jack Venus","August 08, 2017",,"Im becoming a patron next month ITS HAPPENING!!!!",
MYHARLEMRENAISSANCE,"August 08, 2017",,"Omg this beat is giving me everlasting life I am over here like ""hold up, hold up,, HOLDUP. Run that beat back!  let me get a verse sis"" lmao",
Nerozumim,"August 08, 2017",,"Great to see you back on music! (not sure if you ever stopped, I only know you from Youtube)",
igottahavmepops1,"August 08, 2017",,"YEEEEEEEESSSSSSSSSSSSSS!!!! GIVE ME ALL THE LIFE!!",
anjellyca,"August 08, 2017",,"Legendary plate!",
aar0n10231,"August 08, 2017",,"Woooowwwww yikes this is amazing",
"Solomon Reid","August 08, 2017",,"See I just blocked a couple bitches this is my anthem",
TheFatstomach,"August 08, 2017",,"The hair 😻",
"마 티 유 -","August 08, 2017",,"SLAYYYY omg i'm living for this lmao",
"Kendalyn Jones","August 08, 2017",,"Bambi is somewhere quaking in her pumps chileeee 😍cmon QAADIR 👸🏽",
"Trix Malone","August 08, 2017",,"LIVINGGG FORRR ITTT",
gameplayguy87,"August 08, 2017",,"BITCH I WASNT READYYY",
"'Raine Adisa","August 08, 2017",,"Confidence anthem! 👏👏 I'm loving it!",
"Cool Bananas","August 08, 2017",,❤️,
"Beauty isonlyskindeep","August 08, 2017",,"I Love the beat.",
"Kamilah Smith","August 08, 2017",,"Whaaaaaaaaaaaa?! I love it! 💣💥😍😍",
ggihanni1,"August 08, 2017",,"All you guys need to become a patron to get the tea behind this song 😉😉",
FASHIONxGODDESS,"August 08, 2017",,"SHITTTTT QUUAAAY QUAAAYYY YOUU JUST SLAAYYYEDDD MYY MOTHERFUCKIINGGG LIFEEE & NOW I AM DEADDD THISS ISS FUCKINGGGG FIREEEEEEEEEEEEE + THE dancingg is fuckinggg killinggg meeeeeee I canttttt 😭😭😭😭 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥😭😭😭❤❤❤",
"Ebony Everette","August 08, 2017",,"been needing this!",
"Attallah Joana","August 08, 2017",,😭❤️❤️❤️,
"Jimi Leezer","August 08, 2017",,"Girl yes ur first music video I'm so happy",
"Piggy DS","August 08, 2017",,"you have lost weight quaadir looking good",
"Adrian Becerra","August 08, 2017",,Yes.,
"Jeleel Williams","August 08, 2017",,"iTunes link?",
"RaAngelo Kilgore","August 08, 2017",,"Bitch!! Yasss! So glad for this video! I'm slayed and I'm now a new patreon member!!",
Xay,"August 08, 2017",,"YAAAAAAAAAASSSSSSS QUEEEN🔥✨💖",
NoTellHotel,"August 08, 2017",,"Yaaaaas Q ❤️",
MayDayJayDay,"August 08, 2017",,"Your lingo truly has a life of its own. Even in the form of a song. Are we going to get a remix for ""Bloodied and a mess?"" 😅😛",
JasmineLange,"August 08, 2017",,"""I should of CLOCKED yo ass when I first met you!"" 🔥🔥🔥",
"WARFARIN OBEY","August 08, 2017",,Yaaaaaaassss😀😀😀,
"Brandon Holman","August 08, 2017",,"Y'all become a patreon! We're constantly getting slayed on a daily over there!",
MrFerdodo,"August 08, 2017",,"Qaadir, would you consider doing trap? Like with LGBT/Drag Queen lingos/lyrics? Would be dope asf.",
"MZ Jackson","August 08, 2017",,🔥🔥🔥🔥🔥,
"Zorion Zen","August 08, 2017",,"yessss this goes harddd",
"Shamari johnson","August 08, 2017",,"yass qaadir",
Queen_K,"August 08, 2017",,"Qaadir nice wordplay jalapeño poppers with a side a doo doo lmaooo",
"frenchie may","August 08, 2017",,"this song is my anthem!",
"joseph moreno","August 08, 2017",,"""Bitch I'm the source, I served you up I WEAR the CROWN 👑 "" Yasss Qaadir come thru!",
"Starla Bewild","August 08, 2017",,"lol bitch its always a pickle with your music",
"Rosie the Rose Girl","August 08, 2017",,"Legend-fuckin'-dary! LOVE IT!!! And I don't even listen to hip-hop, for real!",
"Christina Darden","August 08, 2017",,"rofl... bout to use this line on this hoe here at work ..(snickers to self and walks off )",
"Christina Darden","August 08, 2017",,":O ..... yessssssss (clap and a jumping jack for life!!!) at work bored, saw this and took a train, plane and cruise to see it straight away!!!! YOU GO!",
"vanelton andreville","August 08, 2017",,wig❤️,
"Imani Lawson","August 08, 2017",,"I literally just left a comment on ya old video because I was thinking of you. And your anniversary is coming up on august 16th babe! I'm milly rockin all over this bitch, Ayeeee!!!😂😍🍾 y'all better be dancing 💃🏽",
MaccShawty,"August 08, 2017",,"This shit is thumping tho🔥🔥🔥🔥",
"Sefa Kolubah","August 08, 2017",,"Jalapeño poppers with a side of doodoo 😩😭😂",
Armaniwazhere,"August 08, 2017",,"You better go AWF, CUNT!  Who smelling like doodoo tho, bitch?",
"Yolanda YO Childers","August 08, 2017",,"been up on it since 2010. love you ♥",
Audrilynn88,"August 08, 2017",,"You know what!!!!!!!!! 😂😂😂😂 I LIVEEEEEE FOR YOU BITCHHHHH!!!!",
Beybestfriend,"August 08, 2017",,"I love your music Qaadir!!  Been listening to you since Stomp the Pavement ...keep doing your thing !",
"Queer Hinny","August 08, 2017",,"this is ma new staple listening ✨",
"Kosmic Khaos","August 08, 2017",,YAAAAAS!!!,
"Nicky Bicks","August 08, 2017",,"I need this as my ringtone",
"Sandy Cheeks","August 08, 2017",,"IM SHOOOOOOOOOOKKKKK",
AirreElise,"August 08, 2017",,"Oh lord Q out here snatching edges again ... how I'm suppose to go to work with no edges Q?! 😂 this song is fire 🔥. 💯💖",
DMusicLove0910,"August 08, 2017",,"It's so nice to see that your still doing music! I like when you sing too.",
"the last ardor","August 08, 2017",,"this song will be playing in the background each and every time i have to read the girls for filth",
WildChildNamaste,"August 08, 2017",,<3<3<3<3<3,
"Jacquie Nnyoung","August 08, 2017",,"Qaadir, I am mad at you for real, how can you not let me revise the bar exam? Why you have to make me twerk in the middle of the library alley? 😂😂😂 anyway, you need to upload more on YT for the girls like me that are in school and need to find a job to be a Patreon😘❤️❤️❤️",
"Princess Naia","August 08, 2017",,"Who pissed you off Howard?",
Kailoni,"August 08, 2017",,"Saw the thumbnail and KNEW this could only be straight fire coming from Qaadir 😍🔥🔥🔥",
"Emilio VonStrousse","August 08, 2017",,"Loyal Patron here, Yaaasssssssssssss! slay Mama!!!!!!!!!!!!! Serve that face, stomp the pavement and make that hoe bleed!!!- NotAHero",
BradWess,"August 08, 2017",,"i was NOT ready for this 💀. Thought you fell asleep on us Qaadir!!! But naaah she was in the studio cookin'. Consider me SLAYED",
"LaShane W.","August 08, 2017",,"Im jealous of all that hair, You betta go Qaadir!!!!",
"Denny Boyhead","August 08, 2017",,"I can see this being played on Insecure!  For real...   Great job!",
"Momo N.","August 08, 2017",,"LEGENDARY MOTHER DID THAT IM SHOOOOK",
"Ferina Fenty","August 08, 2017",,"BITCHHHH YESSSSSSSSSSSSS I AM HERE FOR IT ALL",
"Legendary Mother","August 08, 2017",,"yes ma'am! serving mother of the house of Donsiblon💖",
scorpi972,"August 08, 2017",,"Ummm ok",
"Qaadir Howard","August 08, 2017",,"Thank you all for all the love :)! Become a patron today and share this shit so the world can bump to it ;)! I love you and I'll see you soon!",
TheLionsden75,"August 08, 2017",,"Biiiiiiiiiiiiiiiiiiitch!!!!!!!!! 🍴🍴🍴🍴🍴🍴Serve and Slay!!!!! Omg come through....🔥🔥😍",
"Eamon O' Donnell","August 08, 2017",,"YASSSSSS THE QUEEN IS BACK, SLAY HUNTY💁",
"LOLO Tom Cat","August 08, 2017",,"What kind of pipebomb?!!! lmao",
"alex garza","August 08, 2017",,"Ps becoming a patron asap!!!",
ITSSAMMMMM,"August 08, 2017",,Yassss,
"alex garza","August 08, 2017",,"Yaaaaas king!!!",
"Desire Short","August 08, 2017",,😳😳😱😂😂,
"Seven Five Nine Beats 434","August 08, 2017",,"In the words of LEGENDARY MUVA DON SIBLON  ""It was so cute....it was so cute and so cunt""",
"Darkskin edition","August 08, 2017",,"""I didn't pay you because, Bitch, i didn't get the service"" Deceased!",
BarbieGoneBliss™,"August 08, 2017",,"MUTHA DUN DID IT NOW 😭😭😭❤❤❤",
"Darell Grant","August 08, 2017",,"Jalapeno poppers and a side of doo-doo! Bitch I can't . Qaadir you T-R-Y'd bitch! Really? I love it!",
"Darkskin edition","August 08, 2017",,"get it q",
"Darkskin edition","August 08, 2017",,yassssssssss,
"Olivia Cox","August 08, 2017",,"the is FABULOUS",
"Fredrick Jeff","August 08, 2017",,"It's a bop",
"nmra johnson","August 08, 2017",,"my fucking WIIGGG!!!!!!!!!!!!!!",
Sharaym22,"August 08, 2017",,🔥🔥🔥🔥🔥🔥🔥,
"Raven Borner","August 08, 2017",,"Okay bish!! I love it !! Barz for days ! I was too hype when the beat dropped",
"Myles Asipa","August 08, 2017",,"Thought this was gonna be some Jill Scott's ""A Long Walk"" type of vibe, but this was straight up hood!",
TheRubenFlyer,"August 08, 2017",,"yaaaaas bitch I'm quaking!!!",
"Brandon Gilyard","August 08, 2017",,"I will be bumping this is the Bimmer on today.",
"Darell Grant","August 08, 2017",,"HERE FOR IT! LOVES IT! DON SIBLON, HE BE SUBLIME EVERY TIME BITCHES. GET INNNNNNNNN",
"Shabaz Baptiste","August 08, 2017",,"Your hair is everything!!",
"Ramona Mi","August 08, 2017",,"BISH!!!!! No.....you......DIDN'T!!!! This is sickenin!!!!!",
"About Timzy","August 08, 2017",,Anthem,
"Taylor The Tako","August 08, 2017",,Yaaaas,
"Fredrick Jeff","August 08, 2017",,"Ohh shit",
"Callum Fletcher","August 08, 2017",,GAGGEDT,
"Ley McLendon","August 08, 2017",,"HOW CAN I BUY THIS SO U WILL HAVE MY COIN QUEEEN 💝💝💝🔥🔥🔥🔥🔥🔥",
"Blue Diamond","August 08, 2017",,"COME THRU",
Mcamf2013,"August 07, 2017",,Yeeeeeeessssss,
chrisluvuitton,"August 07, 2017",,"OOOOOK!!! BARSZZZZZZZZ",
Gengar,"August 07, 2017",,"you did that",
"Brandon Frazier","August 07, 2017",,"I'm gaggingggggggggg bitch",
