UserName,Date,"Star rating","Review Comment",Link
"  Lucky Imiti  ","2 April 2017 ",Rat,"   Can't open...... Though i got a good network stats....  Kept saying ""unable to access network resource ,please try again later "" Sucks!!!  Full Review  ",/store/apps/details?id=com.jambregistration1.app&amp;reviewId=Z3A6QU9xcFRPR1lrMTZha09maF9LSTVGTFNXTjZSajZzUDV2TGw4RTVHNXJYc3dIbFFZQU5YajlTaVNva1VZaEtyQWtaS3VmNElIMDFQdjBLQ2Y0ZVJSX3dB
"  Prince Emmanuel  ","11 April 2017 ",Rat,"   Very terrible experience. It is not rocket to build an app that works. For crying out loud there are hordes of undergraduates that can do this easily. I am very disappointed.  Full Review  ",/store/apps/details?id=com.jambregistration1.app&amp;reviewId=Z3A6QU9xcFRPRXJaV3BBWXRDZm5RWWxQTjUyeWdnYzF3TWpNTVc0U2xjZGc3TENyTVdJOFZWdk51TWtTNThVbFQxdTdUWG9RcmZhUWpWVlg3NU1sVllWZWI4
"  Adeoye Saint Adeleye  ","26 March 2017 ",Rat,"   Just when are you guys gonna rectify d network  access thing. Oh my country!! Simple app u cannot even develop.  Full Review  ",/store/apps/details?id=com.jambregistration1.app&amp;reviewId=Z3A6QU9xcFRPR1YyVWdLUjFHYlhLbXFLRm9iRUxCTmRkaGY2QWdZejBxelRLdzl1eFI2bzJjc2dTSlZfbTFlOXdHOGNjYldnNi1pQ2xXZ1ZuWHlJNnBPR2VR
"  Blessing Ekah  ","29 March 2017 ",Rat,"   I don't know why you guys are complaining. I started and finished my registration in a day, thanks to this app. It doesn't work with MTN or GLO, their bad, use Airtel or Etisalat. When I got to the centre, all I had to do was to thumbprint  Full Review  ",/store/apps/details?id=com.jambregistration1.app&amp;reviewId=Z3A6QU9xcFRPR1YtVTJ1aEhEVlRsQnVoVWxTUFZ3ZFdCdi1qWE95QTMzNy1Vb2h0VWZ2c29rNXNDUGQ2UWdqZ21jaWN0MmNMMEVsNUcxWmJfTFM5bnFXTzBF
"  Kbrok G  ","10 April 2017 ",Rat,"   Idk if this is gonna help you guys, but i was able to use the App with wifi after being unable to connect to internet directly from phone.  Y'all should try it, might work  Full Review  ",/store/apps/details?id=com.jambregistration1.app&amp;reviewId=Z3A6QU9xcFRPSFRYc2c2eVFXRFVsOGdHcUpTS3lOc2pzMEZtdGFXWWlUYWQ4aTMtWnZCaFI2Z04xUTVwVGM1T2xFZEdPcmFleE1YaFItQ3I5dFdxOEd2TWxJ
"  Tobi Gbemisola  ","28 March 2017 ",Rat,"   Nigeria has not changed, am sure d company dat developed dis app were paid     well, u people should come and hand it over to me I'll collect half of what he was paid  Full Review  ",/store/apps/details?id=com.jambregistration1.app&amp;reviewId=Z3A6QU9xcFRPRVZMV3hoTWRQTDFoTFNEaDRQWHlIVUJidzNmRXd6VkNJMkZaZ1RMcDd5NFhwdk1LQTB5VUhweE1LaE1GY1lPaVNiQ2J0aGRfcllGODBZWmY4
"  Diegu Ibe  ","6 April 2017 ",Rat,"   This app is a scrap for me, it does nothing other than telling you 'cannot connect to network resource, try again later over and over again'  Full Review  ",/store/apps/details?id=com.jambregistration1.app&amp;reviewId=Z3A6QU9xcFRPRkNFT1NwT2RNSjZjUV84RkQtaDc3d2ZaVHNub1M0cU03bWotVU9SOVRsRkhWVjVCVFVkb3gtbjRYUFJWeXBCaW1IY05zQzVVdVVVOGJ6cWdF
"  Stan Sims  ","28 March 2017 ",Rat,"   If u guys can't get your acts right please let this children go back to the normal buying the form from the bank, filling it at home and submitting back to the bank. Stop making them suffer with these analog u call an app  Full Review  ",/store/apps/details?id=com.jambregistration1.app&amp;reviewId=Z3A6QU9xcFRPRlpjeEZpUGJZQWlTcGlSQV9XQUw1ZDJ5a2VEYmJNTVBOaDNPck81V1RuWnZQM0syWWFSU2FiSU0tay1iYjFlNW5kSF9mV0hkUm9oYjRwYWs0
"  Obinna Ubah  ","28 March 2017 ",Rat,"   This is a foolish application that needs to be removed from playstore..... It has never connected for over four days.i download it that's​ very bad  Full Review  ",/store/apps/details?id=com.jambregistration1.app&amp;reviewId=Z3A6QU9xcFRPR1ljMmRBN1dzQmIwV0ZJRFJOc01Zb2Z2d0IxVGRVMWI3c3QzU1o4OHpLTFRxaUFvMEdVcWtOLXhiV2R0X19IMW9ITUtzT01rWVhkY0prcU9v
"  endurance ochonogor  ","28 March 2017 ",Rat,"   Loading forever! I thought all the review are fake. This is the worst app ever regret downloading it. Jamb do something this application is 100% bad.  Full Review  ",/store/apps/details?id=com.jambregistration1.app&amp;reviewId=Z3A6QU9xcFRPSFJjS1FTenFLRFZ4NU1ZYllKel9xbzNKTWZ4eG5qLVVZRmRjcDBRU28xRVpkU2lsNE9GT0szcVJ0R2RKOHdieHZOcXg2WHhDZ2FEOEJDRHRF
"  Trendloaded Admin  ","30 March 2017 ",Rat,"   Terrible app, it's wasting my time. An I need my jamb reg number before Friday for my NDA registration  Full Review  ",/store/apps/details?id=com.jambregistration1.app&amp;reviewId=Z3A6QU9xcFRPRTc4WlpWX3ZaTHYtZDhraVdpRkNGOFpDLXpxSUIxNFdyaDh3SjIxdFhjYmpfNjFhZjl6b052MERHenp3OVo3aU50cDFia0hmd1NiRGVFT2pB
"  Rahmatullah Ebraheem  ","27 March 2017 ",Rat,"   the jamb app is okay but sometimes it stopes working. secondly for those saying that the CD is now working kindly note the following. 1 The CD will not play in DVD its only in Computer 2 You must have PDF File to view the sylabus when the CD displays on your PC.  Full Review  ",/store/apps/details?id=com.jambregistration1.app&amp;reviewId=Z3A6QU9xcFRPRlFhUGlTWEpqaUdsQmxIZ254N2EtRDdyRTk4SHJxTWhwaGZ5MUV6eHJFV29mS3RGZEZHdEF4MGpvd1M1VHpBVHlYdVI5THlqMGxCb2lJVTRn
"  fadil kash  ","4 April 2017 ",Rat,"   i wonder why  developers will write an app that cant be opened in devices using Mtn and glo network providers...av downloaded and re-downloaded the app but have been unable to open it....please do smtyn abt it  Full Review  ",/store/apps/details?id=com.jambregistration1.app&amp;reviewId=Z3A6QU9xcFRPR1hrNU93Q1RQc1Y1X01OSERFbHJwQlVkME50djJDejByMXF4SkdUNWVQVXh0UklqSDRHZDR6bVFxTzVqUWoxSzlUX295anR2ZEVQd3NOT3dV
"  Mohammed Kabir Isah  ","4 April 2017 ",Rat,"   It's not working. Only showing ""unable to access network resources"" please fix it. It's wasting our limited time  Full Review  ",/store/apps/details?id=com.jambregistration1.app&amp;reviewId=Z3A6QU9xcFRPR2ZEal82UDhKc2VtdzhHZ0RGUTM1aUJGZ1lYRnhqWXlPU0NzYTk0V1B3bW9CYjlCd1dUZXNpLUFKNUp2LWw1MGx4YVBtTWdHbmRqTDlHeE1B
"  Alex A Anazonwu  ","26 March 2017 ",Rat,"   This app is rubbish. It does not connect even with my 4G network  Full Review  ",/store/apps/details?id=com.jambregistration1.app&amp;reviewId=Z3A6QU9xcFRPSGdoV0k1dkRGcWEwYnJ4OExRUmRVMjVVVDVXNU50aE1GYVBoZ2sxbjJ0Mm91N3AxdHN4X2NvUjUyTEl2bXBoNnVkTHRLVlJoNlRRODEzYTFv
"  John Alex Erikayode  ","26 March 2017 ",Rat,"   I think I will have A good review on this App but but unfortunately,  is totally mess as it keeps telling me,  ‘Unable to access network resources'despite my 3G+  Full Review  ",/store/apps/details?id=com.jambregistration1.app&amp;reviewId=Z3A6QU9xcFRPRWgxbUNCRWZyY2RtUUQ3OS1idmpMYWpQelI4TnZuTnRNbWFmOThxUUVfNVdqckRPekU5dEswYlFZVzJWRVFiMXpRWlBON1pqMEN3eTd0QXFZ
"  Messiah Blog  ","9 April 2017 ",Rat,"   It's too heavy, and always have network problem even while on 3g what a waste of data  Full Review  ",/store/apps/details?id=com.jambregistration1.app&amp;reviewId=Z3A6QU9xcFRPR3NSX3hFa01oQjNaeUk3dE5TaWZGdENGUENmTTVjUlpYS0NNdVczYWN6V1puVjlYU0xBTnRTcjJhblRJR2lDamo1eTRzQkpVTVJjMVhZUlQw
"  Michael Israel  ","29 March 2017 ",Rat,"   App doesn't work, opens and loads for Heaven knows how long and then ask to retry... terribly annoying  Full Review  ",/store/apps/details?id=com.jambregistration1.app&amp;reviewId=Z3A6QU9xcFRPR1U0N1pvanowcmJXajRSV3VuajBpRkU0OUZkeUVuNUNUZ2ZleUdjVmx2NTdLY3QxaXFfTllvRWwwV2NaYi1Hc0hMODlZTlFPbUtuMmFiZld3
"  Patrick Okoro  ","29 March 2017 ",Rat,,
"  Joseph Uzoma  ",,Rat,,
"  Andrew Comfort Ebikeduomene  ",,Rat,,
"  Margaret imarhiagbe  ",,Rat,,
"  Abdulsalam Olokunmimo  ",,Rat,,
"  Lucky Onishowo  ",,Rat,,
"  Peters James  ",,Rat,,
