UserName,Date,"Star rating","Review Comment",Link
"Mr ARM",-,1,"Used to be great now I have to uninstall and install every single time. Screw you guys for breaking what worked.",
JoeSantos90,-,4,"It's really nothing special about this app but works well.",
Dlkmama,-,5,"Love the incorporation of Apple Pay and the convenience. The running total at the bottom is helpful as well. Only problem has been restraints not ""noticing"" the order is there. If I don't get an email acknowledgement from the restaurant I have to call which defeats the purpose of on line ordering. The app is great. Restraints need to develop a better way of recognizing orders when they come in.",
Shark1422,-,5,"App is easy to use and hardly ever bugs out.  Love it!",
EllieLove1292,-,5,"This app is so convenient, and I've found that I'm more likely to try different foods in the area if I don't even have to leave my house to go to different restaurants.   Awesome app.",
"Anonymous teen 🙂",-,5,"I really love this app and when a transaction is cancelled on the restaurants behalf grub hub personnel personally calls you and let's you know that you are gonna get a complete refund Grub hub has great service very recommended by me #GOGRUBHUB!",
Jimkoon1954,-,5,"This is by far the best food order and delivery service in Morgantown, WV. Reliable, fast, friendly service willing to go out of their way to correct mistakes and do things right. Bravo Grubhub! You are number 1 in my book!",
"Straw to my berry",-,5,"Love it very convenient!",
TomTom1798,-,3,"Service is getting better, I ordered Waffels one morning and paid over $27 from this big end place. I ordered at 9:30 am and received my order around 11:45am on a Saturday morning. Then The waffles came weltered like they were frozen and sent To the microwave. They were so rubbery. Grub Hub cust service refunded my money and gave me a $10 coupon. But I think Grub needs to kick restaurants off with low scores.  1st review  I ordered breakfast this morning before 11am, the food didn't show until after 2pm. I had to call grub hub, the restaurant so many times just to get my order.  I get a simple $10 coupon code. I go to use the coupon code that night and got no food or. Reply. I called grub hub, they cancelled the order and gave me another coupon. I don't want coupons I just want my food correct. I never seem to have these problems when using Yelp Eat24.",
a-raines21,-,5,"Which they had more restaurants but its a great app all around. Customer service is on point, and any bad experience I have had was with the restaurant, not Grubhub. 5 stars",
Tachi_sherry,-,4,"It's a very good app with featured restaurants. The reason I didn't give five stars is because I wish the app follows up the customers after they receive the orders. Like the app F, they care more if the customers are giving low rated reviews after their orders. People complain about an order to hope the app would do something about it. If the app could help more, that would make it a better ordering app rather than just a yelp.",
SoCalBee73,-,5,"We've use Grub Hub several times now and all great experiences. Delivery within the hour, the food is always well packed, and one driver even carried thermal bags which was nice. Highly recommend the app and the service.",
TJunior1014,-,5,"I ordered from a place that is currently ""offline"" but GrubHub called immediately and refunded my order. Great customer service.",
"N. CHL",-,5,"I use GrubHub all over the country as I travel for work and it is a must have app for a frequent flyer. Service is quality and I never have strange activity on my card or bad customer service experiences. The app is easy to use and they keep me fed wherever I am!",
lizzythomasss,-,1,"Barely works",
RedJenny121517,-,5,"The best invention. Long live food delivery in the suburbs!",
TheUnimind,-,5,"A lifesaver in trying to get something to eat!",
itzmiijezuz,-,5,"Have ordered over 4 times and it was all good and on time 😊",
#DreaFromPhilly,-,4,"Convenient way of finding local places to eat especially if your like me and rarely have cash or feel comfortable giving your card info over the phone.  It gives updates letting you know when to expect your order and that it's being worked on.  Yes, I've had problems where a restaurant messed up my order but that doesn't have anything to due with the app. I just made a mental note not to order from there anymore. Would definitely recommend this app to anyone that's looking for a safe way to order food. And it allows you to tip!!! No cash needed.  :)",
harpademic,-,5,"We use the GrubHub app at least 2-3 times each week. It works perfectly!",
"Carla Jeanius",-,1,"Repeated errors with prices of menu items.  Example: price is $5, but rings up as $10.",
Jackmanfred,-,5,"This app is a staple for us. We use it at least a couple of times a week.",
Ssgabriele,-,1,"This is the absolute last time I will use this app. If the delivery time is quoted for 45 min, you need to tack on 90 minutes. Either the restaurants on the app cannot handle the delivery or there is some issue in the processing. Ive used this app four times over the past three years and every time with the same result--over two hour delivery time when 45 min is quoted. Awful! Im deleting the app immediately!",
Ibdrgn,-,4,"Like everything about it except delivery fee is high and app won't except my correct address! I'm in Lithia and it keeps changing it to Riverview with a different zip code",
Nèi,-,5,"Can always find what I'm looking for with accurate restaurant information 😊",
amr22304,-,5,"Love this app! It really opens up the options for food if I want to get inebriated at home and not have to drive.",
Suthernsista,-,5,"Last night was my first time using Grubhub & it was a God sent. After a day of sightseeing sometimes the last thing you want to do is leave your hotel room....DONT HESITATE TO USE THIS APP!! Grab your phone & kick up your feet!",
"Not worth the cost",-,5,"I mean, I go on my phone, look through menus and reviews and order food without having to talk to anyone. It's fantastic.",
Jewels23kt,-,5,"Very convenient.",
LilFreakinLes,-,1,"I ordered food at 12:30. It is 3:00 and there is still no food. Apparently, there aren't any drivers available. It is not the restaurants fault, it is GrubHub for letting me order without having any drivers nearby.",
"Stevie dhalab",-,2,"Subpar customer service, and the rummy game or whatever just seems like a total scam.",
Bobthebuilderduckies,-,5,"Food has been hot on arrival. Drivers are nice and even when they had a hard time finding my house. Way better than UberEats. I will definitely make my friends and roommates make the switch to GrubHub! 10/10",
aBrokenHeart,-,5,"It does what it supposed to do. Quick and easy access to awesome delivered food!",
Ariel990,-,5,"I always use this app",
Cyncyn001,-,1,"Went to door dash to order breakfast from IHOP, not found on grubhub",
"Jonny 1981",-,3,"It's will take like 3 hours to get your food the 3 is you get your food",
byeGH,-,1,"My food was sitting at the restaurant for an hour and Grubhub couldn't find anyone to deliver it. I got a refund in exchange for my cancelled order. Bye Grubhub 👋",
Karefree46,-,5,"Great way to get food when I'm too lazy to cook. I love the reorder feature!",
CometWaves,-,1,"Many restaurants deliver directly to my address without a problem. The few orders that use GrubHub delivery staff is entirely hit and miss. My wife and I have had numerous orders filled then delivered to someone else. Frustrating since we wait an hour or more after the delivery times and then find out we can only get a refund, then have to order again or from another restaurant. Occasionally we can't reorder as the restaurant has since closed for the evening. GrubHub doesn't verify they are at the correct address. One of my neighbors must be eating well as they keep accepting our orders. I am very disappointed. No reimbursement for my time, and certainly nothing to compensate for hunger.",
0laf,-,2,"You can probably read the good and bad reviews, and see that sometimes it's good and sometimes bad. The real shame is the customer service. The bad would be no problem if it wasn't for the atrocious customer service. You'll see",
"Not happy416",-,1,"Over priced and doesn't work most of the time. Website down and no estimate of when it will be fixed and your response is 'check back later'. Uh, no! There are many more better websites out there! You lost this customer!",
"Dark Horus",-,5,"So far I've had a great time using this App .",
Amay1620,-,1,"So we're back to minimum delivery  + fee. You have to tap on the restaurant to how much delivery really is. Not cool.",
Sodjeickdddxx,-,1,"On so first of all I order two meals from a restaurant called Tropical Smoothie Cafe that's on 23054 Woodward ave, in Ferndale and only half of the order I bought for 30$ , so I called  the restaurant back and I had to explain to them my issue about 4 times and had to speak to 2 different people then tell me that I can come pick it up at the restaurant if I want and I said no you need to find someone to drop off my order i do not have a car to do so then they said  that they were going to call the grub hub driver and have him drop off the rest of my order , after 3 hours of waiting for my 2 smoothies and fruit cups I decided to just call grub hub and I had to speak to 4 different people because they kept hanging up on me and not helping my situation at all then finally on the last call they were willing to help me out and fix this whole mess.",
bayview5377,-,4,"Best food delivery app on the market",
Kikichicken,-,4,Good,
Frano123,-,5,"Awesome app. Never had any problems with orders.",
"Swiss Truth",-,4,"This is one of the best food apps I've seen. Makes ordering from any restaurant a breeze and enjoyable.",
mbparker972,-,4,"GrubHub is great but always love seeing new restaurants that deliver to us.",
ThreePart,-,3,"So easy, fun, and humorous. Keep it up guys.  Wish the YUMMY was a more frequent feature. It would be nice for it to reward frequent users, like Yelp Eat24.",
Shoofaloof686,-,5,"Makes it so I don't have to actually call my favorite places and interrupt what I may be doing at that time.",
EmceeGraffiti,-,5,"No qualms with the new update.",
DC2SD,-,1,"Won't be ordering from either Grub Hub or Buffalo Wild Wings again. Order was total mess. More than half the wings just had NO sauce. No celery and one tiny container of blue cheese. Cost me over $28. Even the Quality Control ticket that asks them to confirm the Oder is complete was left blank. Total and complete rip off.",
xboxgirl,-,4,"Quick, easy and convenient!",
grubhup101,-,5,"Really good app",
Glencocoa21,-,5,"I use this app almost daily and i must say, i love it so much. My order is always accurate and delivery is fast. The app is very user friendly, and the delivery guys around my way are really nice.",
Gunnymoney,-,5,Flawless.,
TiffandPinot,-,1,"I used this app for the first time because I received a coupon in the mail. My order came and it was wrong, i threw it away... thanks it was the restaurants fault. I called customer service who informed me they would give me a refund. My original cost was $25 minus $10 coupon so I paid $14. I receive an email giving me a $6 refund. Not even my full refund!   When I called customer service he said there was nothing he could do and that the person who refunded me did it wrong and could get in trouble. So I asked to speak to a manager who they said was unavailable. They said they would try to have someone call me within two days.   Fightin the charge with my cc now. Never using Grubhub again. Customer support is lacking.",
karan301,-,4,"This is maybe the only Apple TV app I use. It's great on iOS because it has Apple Pay support. It's so close to being perfect; I just need it to support native iOS size classes (i.e. Optimize for the iPad Pro 10.5 and 12.9, and add Multitasking support). I'd sing so much praise of it then.   I'd also like the iMessage app to be more useful (group ordering maybe?) but that's a stretch goal. I really just care about the iPad stuff and would give it five stars instantly for that.",
brimc86,-,5,"Do it now!!!",
eatadickgrubhub,-,1,"I've never left a review on anything in my life. Grubhub is the exception. First night I downloaded this trash app it took 2 hours to find out they cancelled my order since they had no drivers. Restaurant closed and had to get McDonald's....for the sake of time do not use this app that's run by monkeys. Choose uber eats or you're even better off walking 10 miles to get your food instead of ordering with these clowns. #uninstalled",
"Dr- power",-,5,"I can't survive without it!",
Thespaceguy85,-,5,"This app is great, when I don't want to cook, this option is here.",
Seerystal,-,5,"I use this app frequently and had only a couple issues with the restaurants I've ordered from, but the GrubHub team made each time right. Easy app to set up and order from many different restaurants (at least here in Vegas).",
"Cez A.",-,5,"Love the app. Any glitches is really up to the restaurant's discretion whether or not they choose to read instructions carefully. Convenience of ordering to-go!",
Only1dj,-,5,"I've used GH quite a few times and enjoyed using their services. I've had a few problems w/ the restaurants at times, but that's with them and not any reflection on GH. When your in a bind and have no time to cook, it's a good choice...",
Honcho97,-,5,"Well done GH!",
Bravura_Jacki,-,4,"Just wish I had more options in my area",
Camblon,-,5,"Love It",
Vampyres32,-,5,"I'm a long haul trucker, and can't count how many times this app has brought me great food in random places..",
Cfishy123,-,5,"Always comes with in a decent time line  And food is always good ... not great ( but that's not on grub hub ) the app itself is the best ever !!!!!!!!!!! Will definitely continue to use !!!!! Yum yum yum",
AJSuedehead,-,5,"If you get the app you can order food on your phone sometimes it comes on time, sometimes it's late. It's really kinda cool.",
dimebags,-,5,"This app is really good I'm very satisfied my food often comes before expected !",
Madxbeast,-,5,"Used this app 5 days straight for my pregnant wife and nothing never went wrong.... and the food always came sooner than the delivery time and was always hot and I was using this app years ago so this isn't a new thing",
juelzjam,-,5,"I love it!",
"Stay home dad",-,5,"My new favorite app. Delivers to work and home. Order for specific delivery time and food is there within a few minutes either way.",
"A Piss Customer",-,1,"I used this app on several occasions and on those many occasions I did NOT get my food. A waste of time and space on my phone NEVER AGAIN",
MissJennL,-,4,"I'm honestly too lazy to many more occasions than I care to admit to actually get up and go out to eat. GrubHub makes it possible for me to stay home, enjoy, and be able to just relax. They may not always be on time but they are always nice and friendly. Plus when they're driving around to bring food to lazy folks like me you really can't complain. And the way I look at it… Good things come to those who wait. GrubHub always brings me good things!",
Swimsnycs1313,-,1,"It's a fine app but the actual deliveries are a mess. Not once has it been the same time frame as what is quoted on the app. Frequently missing items. Customer service is slow and pretty much useless. Post mates is some how always faster. Weird. Also food has come cold frequently. Don't waste your time on this one. 👍🏼",
itsMax!,-,1,"I wanted to use this app and just try it out. I waited the usual time for a delivery like this. But when I got the ring, it was because the driver didn't know where I was at. Honest mistake, it's okay, easy fix. I told him directions, but he was very frustrated for some reason. I was calmly telling him, where I was at, was not close to where he is delivering too. I then sent him a link of my address so he could see what it looked like. He contacts me many more times saying he can't find my address. At this point I am a bit agitated, as I am giving him directions that are clear as day.  So 30 more minutes pass by and he calls me to tell me to meet up with him.. I don't think I was furious, but this whole mishap completely messed up my evening.. As I was doing a timed test for my class.. I would not ever recommend this app.",
Ctabarnes,-,5,"The app is loaded with lots of options, customer service is cordial and fast to act should I run into problems. Lots of variety to choose from.",
"Serpent queen",-,5,"Can live without. Great app. Ya'll are doing gods work.",
CrisS93,-,4,"Food comes just the same amount of time as ordering it over the phone. This limits the mistakes because you are basically taking down the order yourself. Love!",
Twiglieg,-,4,"Sometimes the restaurants are not open when they say they are but Grubhub has kept me fed when I haven't felt well lately",
"Fifi Ramirez",-,5,"I love that it shows me the restaurants I order from frequently and the dishes I've ordered from them. Very convenient!",
"Shadow 021498",-,1,"Here's what's BS. If you put in your order with a discount code, then come back moments later to place the order....the coupon code is gone. They constantly delete your 10% or 15% off coupon. It doesn't hold in the code entry box.........So! If you change your mind on your order...you've also changed your mind on using your coupon code. If you don't RE-enter your coupon code (after changing your mind on your order) your coupon code is gone. In the words of Patrick Warburton, ""that's how they get yuh"".",
graybobreview,-,1,"Bad experience with grubhub. Never received my $7 first time discount.  Also restaurant had lower price in the store than going thru grubhub. Feel cheated and violated by grubhub. Called and sent grubhub pictures and receipts to prove it. They said we will look into it.  Waiting one week for update they said no discrepancies were found- inspire of me having all proofs.  This was outright daylight robbery. Restaurants don't want to pay 50% royalty to grubhub so they increase price thru grubhub. When I went literally  to three different restaurants found lower prices in stores. All our orders were pick up so no surcharges were to be added either. Literally price difference was $1 higher per item ordered.  What's the point to order thru grubhub?? Just Call restaurants directly and get lower prices.  We will rather use Groupon and loving social to get lower prices/ deals.  Customer service is very poor too. Chatted online were told to call. When we Called were told to email. No management chain or leaderships skills with grubhub.  App is being deleted.",
Soulghost360,-,5,"I love this app and I use it all the time😘",
FandomBee,-,5,"They have the best customer service overall compared to other order services. When ever there is a mistake they promptly correct it and hire pretty professional delivery personnel.",
mtngrwn,-,1,"Will crash at least 3-4x before you get your order placed, and then generally once while your payment is processed.  The bugs need work asap...until fixed, stay away and choose another food delivery service.",
Colorjunkie79,-,5,"Often imitated never duplicated",
Pitascamper,-,5,"Absolutely love this app and the services.  I order a couple times a week or more.  Fast delivery, hot food, have never been disappointed. So easy.",
"Kaka dada",-,1,"Tried the app for the first time hoping to get $7 off first order. Never received the email nor the code. Second of all restaurants literally have two sets of prices. One is for online order -separate menu and another for walk in traffic.  I literally compared three restaurants and difference was $1 more on each item ordered. Total rip off. Called so called customer service and was told we will look in to. Literally all orders were pick up. So shouldn't have been extra surcharges for placing order online. Feel cheated.  Also when I called for first time order discount was told to chat in. When I chatted for 20 mins was told to call. When I called was told to email grub hub. Total wackos and company run by kids.  I'm deleting the app and order directly using Groupon or living social.",
"Brooklyn Envy",-,5,"Very easy to navigate.",
n.la,-,1,"Waited 2 hrs for food. Called customer service 2x to check on order & contact driver. Called the driver- he was very rude & said the food was returned to restaurant when in actuality, it wasn't. It had been ""disposed of"". In the end, was only offered $10 credit towards account for a $30+ meal.  Never using again!",
sole',-,1,"Can you please fix the fact that I cannot use my credit card as a form of payment it keeps saying invalid credit card number but I know everything is correct! I'm getting hangry 😡",
Ha13466,-,1,"I have had good delivered late, food with incorrect orders, and food delivered to the wrong address.  The app doesn't work correctly (cannot track orders), and there is no oversight on whether orders were delivered correctly.  Save yourself the trouble and use PostMates.",
Rick06191960,-,5,"This app is easy to use and it auto-rotates for landscape viewing on a tablet. Several other delivery apps only have portrait mode.",
CareerByte,-,5,"It's easy, friendly, quick, awesome... What more could you ask for ?! :-)",
rpbhatia,-,5,"The UI is very intuitive  The experience of placing the order is smooth and pretty much seamless I really like the tracking feature and real time updates.  There is also the option to call the restaurant and or their customer care.",
msmvnj,-,4,"Wish there were more options but it works well.",
Khailee,-,1,"My address works fine online. App gives me generic error with no way to fix it. Have had this problem for months.",
Jmehta100,-,1,"HOW AM I SUPPOSED TO GET FOOD ON GRUB HUB IF I DONT HAVE A CREDIT  CARD AND I HAVE CASH BUT GRUB HUB DOESNT ACCEPT CASH!!!!!!!!!!!!!!!!",
Whyyouno,-,5,Yum!,
LyndsayRobinson,-,1,"Great idea for an app but there is never any places around to select. I moved all the way across a state and still max of 2 choices. ""Pizza"" and ""Chinese"" might as well just have them deliver? It's cheaper too.",
"Fergus the Frankfurter",-,5,"Molto benne",
Jablonskinator,-,3,"TL;DR: Check the menu, call the restaurant!!!  Been a huge grub hub-er for 6 years now.   They charge fees that calling the restaurant wouldn't charge. They have more of the menu than most local restaurants keep up on (Albany NY)  They have a decent amount of fees for the consumer, and they charge the restaurant for their service.   Had fraud 5x within a month, they weren't great about cancelling charges. One CS rep did it, had to call my CC to cancel 3 of the 5.   Use this app, but don't order from them. They don't deserve the (money from the restaurant)",
PhaeLore,-,2,"Wish I could write a good review, but for whatever reason my area (which is FULL OF RESTAURANTS) isn't an area that is available.",
churchill79,-,1,"I have been trying to login to my Grubhub account for the better part of 2 weeks on my new Apple TV without any success.  The technical support team was extremely rude and unhelpful telling me just use another device because they had no training on how to fix this.  After I tried to further explain the problem to them they stopped responding to my emails all together.  Everyone I have talked to seems to pass me on to someone else who they say will contact me within 72hrs but never do.  Will definitely be using doordash or delivery.com from now on since Grubhub doesn't care to help their loyal customers.",
Kattycake,-,5,"Yum food delivery I left a review because the update said to 😍😊 love food and the service for years. There's never a problem Or the driver calls me so thank you prefect service",
CRWilky,-,1,"So today my girlfriend ordered me a delivery while I was at work, so that it would arrive on my lunch. On the jobsite that I work at my service is kind of iffy, so my girl wrote the a note to use my coworkers phone number when they arrive, so that they could reach us. I received a text saying that my lunch would arrive at 12. Then I received a new one at like 30 minutes later saying it would be there at 11:20. My lunch doesn't start until 12. I NEVER received a call and neither did my coworker. I called customer service and they said they couldn't give me a refund because it was ""my fault"" they missed my delivery. I spoke to a supervisor who kept insinuating that it was my fault and they can't refund me because of that. She offered me a coupon. I told her I wouldn't be doing business with them so I want my money. She basically said she couldn't help me. I was pretty upset as you can see, so I called back again and asked to speak to another supverisor, and explained my situation. The lady I spoke to looked up and saw that there was no record of the driver calling ANY of the provided numbers. She said that all they did was send me an email, so basically the supervisor I spoke to lied and just didn't want me to get my refund. Who checks their emails that frequently that makes it an efficient way of contacting someone for a delivery, which apparently is time sensitive? Also, the supervisor told me they were sending the driver back out with my food and they would be there in 7 minutes. She quoted exactly 7 minutes. They never showed up, never called, or anything. My girlfriend got an email, not a call, an hour later saying they were trying to deliver my food. This company must be training liars and thieves. I am thankful for the last person I spoke to helping me out and making sure I was satisfied. I'm going to spread the word to everyone I know, an make sure they don't support this screwed up company.",
01101111000111,-,5,"Lots of options to satisfy any craving. Thanks!",
"Tom Howells",-,5,"See title.",
"Amal nourelhuda",-,4,"Good application, still needs improvement, needs to be more easy and accessible.",
Nashashibi_pali,-,5,"You have a lot to chose from, there fees are not bad & they are on time!",
trainwrk32,-,5,"My husband and I are usually in transit when we plan dinner. Grub hub lets us separately review the menus and plan our order without a million texts back and forth. Then when we hit the door after a long day our food is not far behind. Or sometimes it's waiting for us!!",
"Happy Gals",-,5,"Ate here twice in 2 days.",
Niknikwoowoo,-,5,"I have no issues I see people having problems but I don't have any the restaurants I order from are cool I can't complain about the app I save my complaints for the restaurant",
DanieG91,-,5,"Great App",
"ex Stoolie",-,4,"The delivery cost is high but it's good service.",
"Trae Bae",-,5,"Love it 👍🏽👍🏽",
RandiusMaximus,-,5,"Easy to use. Works great!",
Gunsfag,-,5,"Love it.",
Agemforyou,-,5,"Efficient and so easy to use!",
jdinius,-,5,"The idea behind GrubHub is great. Who would dispute that?  What I really like is that the implementation of the idea is very good.  The design layout is clean, uncluttered, and easy to navigate through.  All of these elements lead to a very good user experience, and the restaurant partners are very good.  GrubHub is a fine example of an economy of scale.  Well done!",
Àşàbí,-,4,"Along with ease of use, the delivery fee is less than Uber Eats and the restaurants are better in terms of quality of food and getting your order right.",
"Y! Msngr won't connect",-,5,"Good for my area",
"Loft analogy",-,5,👍🏿👍🏿👍🏿,
razrazraz865326,-,1,"The deliver driver didn't deliver my food and said he attempted a delivery. They refused to give me a refund. Horrible customer service.",
AppleCare19,-,5,"I really love this app the customer service people are very nice and understanding.",
CraigslistBiddie69,-,5,"Best app ever !!! Good food at my finger tips, plus it uses Apple Pay! ❤️😩😩😩 what more can a girl ask for ???   Good job GrubHub!!! ☺️☺️",
Josephg856,-,5,"Best App I've used because the different options of places I can order is amazing thank you",
Hidavid123,-,1,"i ordered here on a friday night. decided to give them a chance since they are a new business and unfortunately i had a very bad experience.  driver would not come to my door to deliver food. i had to go out to the street where he was at in the pouring rain. even though he could have easily walked the food to my door. that's your job. i paid a 7.99 delivery fee plus tax.   the food arrived spoiled and bad. i had to throw it away. when i called to make a complaint Grubhub refused to refund me ANY money. they were very unprofessional and dishonest. please do not use this app. try Ubereats or Doordash.",
snicole71,-,1,"I have used Grubhub about 10 times now, and I have been nothing but disappointed with this service. My food always arrives later than quoted (yesterday it was well over 30 min late) and half the time it's cold. I would not recommend this service.",
msmcalpin,-,1,"I downloaded this app thinking it was going to be awesome. It keeps popping up everything in my area is not open. Yes a lot of restaurants in my area are open on a Tuesday at lunch time. I get deliveries from them. I just think their database isn't up to date in my area. I also noticed that it is pulling the wrong address when I use current location. Weird. May be a good app but not for me :(",
Davidalez,-,5,"I usually never have a problem with the app",
JoshuaNovak919,-,1,"The Apple TV version doesn't work at all. When you go to sign in it says you need to add a credit card on the website. Even after adding one it still will not let you in. Tried deleting the app, restarting, etc. Nothing works. Their support was not helpful at all either.",
cleneej,-,5,"Perfect for when you need your food to come to you!",
"Asian Dave",-,1,"By far the worst customer service. And that's coming from someone who works in customer service.  Have been a loyal customer from the beginning.  But now deleting the app and will never support or give my business to a company who doesn't want it.",
Onetruegod,-,5,"Brilliant, nothing but great experiences!",
Sharesjackson,-,5,"Grubhub is absolutely the best restaurant delivery operation and we have tried pretty much all of them!",
Souljoi,-,5,"I'm in a new city and being treated @ Cancer Treatment Centers of America in Tulsa Oklahoma. I don't know what is around here. This app is very easy and helpful to get dinner for myself and my caretaker. Thank you so much.",
Beka718,-,2,"There are times when I would have to wait too many hours for my food based on the delivery driver. Grubhub needs a tracking system, like ubereats, that will hold delivery drivers accountable for bringing the food on time.",
Myjhan,-,5,"I love that I can add tip right from the app--I NEVER carry cash and this is so convenient! I only wish more restaurants around me would use the app or increase their delivery radius. Great app!!",
JacktheMin,-,4,"Few times the prices don't match or order items are no longer available",
"Tyler CO",-,1,"As in the title I ordered from a fat shack and it was my first time setting up grubhub on this phone.  I entered my address and placed my order in Denver and it went to the fat shack in Fort Collins about an hour away.  Had to pay twice in pretty upset about it.",
gregsolin,-,5,"I don't need to get off my bed anymore 😜",
gabby_garrison,-,5,"After having a horrible experience with one of the restaurants featured in the Grub Hub app I decided to call costumer care to pursue my issue further. Grub Hub Customer Care was so quick and easy. The representative I spoke with on the phone, Shaxta was amazing. She calmed my nerves and resolved my issue quickly and easily. I love Grub Hub and appreciate the support they provided. I will continue to give Grub Hub my business in the future. Thank you Grub Hub and Shaxta for the amazing service in a time of need.",
Jamiesnicknamestaken!,-,5,"Emojis tho.  Apps real good tho.",
"Hate GrubHub",-,1,"I ordered from Hooters that is only 45 mins from my house at 6:15 and it is now 8:30 and still no food this is crazy! U have to pay all this extra money for them to deliver and have to wait all this long time! NEVER AGAIN",
TheChef36,-,5,"Easy to use. I like it. Nothing was difficult.",
Akisora0,-,1,"I have used Grubhub many times and always loved it, until I actually needed their customer service help.   The customer service was of no help. I thought maybe it was just the luck of getting the wrong customer service worker but had to call in again and it seems they are all bad and not apologetic.  They even put restaurants that are not available to deliver to you on the list just to call you to cancel the order.",
Jacqueabi,-,5,"If it would make sense to leave a negative review because this service is TOO convenient, I would do so. However, that makes no sense. Grubhub is a terrific resource for those of us that would prefer to order on our own schedules, and not worry about the pressure of a phone conversation, as well as those of us that might be hesitant to butcher the pronunciation of a menu item. Even so, I already take it for granted. Great job!",
Starwicker,-,5,👍🏾👍🏾,
_notorian,-,5,"The app does what it should. Very user friendly and the customer service is top notch.",
Kiesba,-,5,"I use this app all the time. It remembers my last orders and favorites. It keeps me up to date on my order. And I get coupons in my email.",
"Mrs. Wimberly",-,4,"I love this app and it really comes in handy when I can't (or don't want to) leave the house. I would hall give it 5 stars if I could figure out how to expand the radius of my available resturant's. I'd like to see a few more options. Thanks!",
anaivette,-,3,"Gets frozen often. Also Uber Eats offers more restaurant choices.",
Mere456,-,1,"Loved this service, but can't justify it anymore. Can't believe how much you've jacked up delivery fees - $8.99 to get subway delivered to my house? Lol no thanks.",
Philippopolos,-,5,Awesome,
Monroeeeeee,-,4,"It would be nice if you can look up places that accept cash without having to click on restaurants just to see if they do or do not take certain forms of payment.",
1/5,-,5,"I love GrubHub",
D-rock007,-,1,Ah,
Debz0300,-,5,"So easy to use-",
"Ally om",-,5,"Really convenient",
JenLuge,-,5,"I absolutely love GrubHub!!!!!!  I have never had a bad experience!",
"lil larry steele",-,5,"Love the options!",
LilMz.Rhymez,-,5,"This is the best! I love ordering my food with this website. It's really the best! I never have a problem with anything and it's so much easier!",
Killianerser,-,5,"So as an app it works well for what you want. My only gripe is when places close but the app doesn't know.",
tac0Surprise,-,5,"Excellent service, reliable and intuitive.",
therizz33,-,3,"Great app idea. Unfortunately not many restaurants use the service near me in the ones that do often do not follow the pricing listed on Grubhub and up charge after the order is placed. No modification cost should be allowed without additional consent from the customer.",
Ninspired,-,5,"Makes it so easy to order food",
